brand,rating,price,processor_brand,num_processor,processor_speed,ram,memory_inbuilt,battery_capacity,charger,charging,display_size_inches,pixel,resolution_width,resolution_height,ppi,frequency_display_hz,primary_front_camera,secondry_front_camera,primary_rear_camera,secondry_rear_camera,os_brand,version,memory_card_upto,sim,is_5G,is_wifi
Lenovo,4.6,59990,Dimensity,8.0,3.05,8.0,128.0,12300.0,68.0,Fast,14.5,1080x2400,1080.0,2400.0,181.50382509899015,120.0,8.0,0.0,8.0,0.0,Unknown,0.0,512GB,Dual Sim,5G,Wi-Fi
Blackview,4.0,17990,(12,8.0,2.0,8.0,128.0,7680.0,0.0,Unknown,11.0,1200x2000,1200.0,2000.0,212.0346143580109,0.0,8.0,0.0,13.0,0.0,Unknown,0.0,1TB,Dual Sim,not_available,Wi-Fi
Cube,4.05,24990,Dimensity,8.0,2.4,8.0,256.0,8040.0,25.0,Fast,10.58,1200x2000,1200.0,2000.0,220.45186747997354,120.0,5.0,0.0,13.0,0.0,Unknown,0.0,1TB,Single Sim,5G,Wi-Fi
itel,4.1,11765,Unisoc,4.0,0.0,4.0,128.0,6000.0,10.0,Fast,10.1,1280x800,1280.0,800.0,149.44920605238187,0.0,8.0,0.0,5.0,0.0,Unknown,0.0,512GB,Single Sim,not_available,Wi-Fi
TCL,4.3,19990,Helio,8.0,2.0,0.0,0.0,8000.0,18.0,Fast,10.95,1200x2000,1200.0,2000.0,213.00280894412057,0.0,8.0,0.0,8.0,0.0,Android,13.0,Supported,Single Sim,not_available,Wi-Fi
Teclast,4.4,5999,Quad,4.0,0.0,4.0,64.0,5000.0,0.0,Fast,10.1,1280x800,1280.0,800.0,149.44920605238187,0.0,2.0,0.0,5.0,0.0,Android,12.0,1TB,Unknown,Unknown,Wi-Fi
HTC,4.3,14990,Helio,8.0,0.0,6.0,128.0,8400.0,0.0,Unknown,11.0,1200x1920,1200.0,1920.0,205.8323156085077,0.0,5.0,0.0,13.0,2.0,Unknown,0.0,256GB,Dual Sim,not_available,Wi-Fi
Teclast,4.65,12499,Tiger,8.0,2.0,6.0,128.0,7000.0,0.0,Fast,10.1,1920x1200,1920.0,1200.0,224.17380907857276,0.0,5.0,0.0,8.0,0.0,Unknown,0.0,Supported,Dual Sim,not_available,Wi-Fi
Chuwi,4.2,11990,Tiger,8.0,2.0,6.0,128.0,7040.0,15.0,Fast,10.51,1200x1920,1200.0,1920.0,215.4286842715114,0.0,8.0,0.0,13.0,0.0,Unknown,0.0,1TB,Single Sim,not_available,Wi-Fi
Nokia,4.6,17999,Tiger,8.0,2.0,4.0,64.0,8200.0,18.0,Fast,10.36,1200x2000,1200.0,2000.0,225.13327779325485,0.0,8.0,0.0,8.0,0.0,Unknown,0.0,512GB,Unknown,not_available,Wi-Fi
Realme,4.0,22990,Helio,8.0,2.0,6.0,128.0,7100.0,18.0,Fast,10.4,1200x2000,1200.0,2000.0,224.26738057097307,0.0,8.0,0.0,8.0,0.0,Unknown,0.0,1TB,Dual Sim,not_available,Wi-Fi
TCL,4.35,42999,Helio,8.0,2.4,8.0,256.0,8000.0,18.0,Fast,12.2,1440x2160,1440.0,2160.0,212.78663265033381,0.0,8.0,8.0,13.0,0.0,Unknown,0.0,512GB,Single Sim,5G,Wi-Fi
Realme,4.05,25999,Helio,8.0,2.0,6.0,128.0,7100.0,18.0,Fast,10.4,1200x2000,1200.0,2000.0,224.26738057097307,0.0,8.0,0.0,8.0,0.0,Unknown,0.0,1TB,Dual Sim,not_available,Wi-Fi
Oukitel,4.75,12990,Helio,8.0,2.0,4.0,64.0,5150.0,33.0,Fast,8.0,1280x800,1280.0,800.0,188.67962264113208,0.0,8.0,0.0,16.0,0.0,Unknown,0.0,1TB,Dual Sim,not_available,Wi-Fi
Nokia,4.75,15498,Tiger,8.0,2.0,4.0,64.0,5250.0,0.0,Unknown,8.0,800x1200,800.0,1200.0,180.27756377319946,0.0,2.0,0.0,8.0,0.0,Unknown,0.0,Supported,Single Sim,not_available,Wi-Fi
Doogee,4.5,17990,Tiger,8.0,2.0,8.0,128.0,8500.0,18.0,Fast,10.4,1200x1920,1200.0,1920.0,217.7072568936139,0.0,8.0,0.0,13.0,0.0,Unknown,0.0,1TB,Dual Sim,not_available,Wi-Fi
Honor,4.6,29999,Dimensity,8.0,2.85,8.0,256.0,10050.0,0.0,Fast,12.1,1600x2560,1600.0,2560.0,249.4937158891003,144.0,5.0,0.0,13.0,0.0,Unknown,0.0,Supported,Single Sim,5G,Wi-Fi
Oppo,4.15,35990,Dimensity,8.0,3.05,8.0,256.0,9510.0,67.0,Fast,11.61,2000x2800,2000.0,2800.0,296.37640885590446,144.0,8.0,0.0,13.0,0.0,Android,13.0,Not_available,Unknown,Unknown,Wi-Fi
HUAWEI,4.2,34990,Snapdragon,8.0,2.84,6.0,128.0,7250.0,22.5,Fast,10.95,1600x2560,1600.0,2560.0,275.69625226101493,0.0,8.0,0.0,13.0,0.0,Unknown,0.0,1TB,Single Sim,not_available,Wi-Fi
Samsung,4.55,8999,Helio,8.0,2.4,3.0,32.0,5100.0,15.0,Fast,8.7,800x1340,800.0,1340.0,179.38401080367268,0.0,2.0,0.0,8.0,0.0,Unknown,0.0,1TB,Single Sim,not_available,Wi-Fi
Doogee,4.75,14499,Unisoc,8.0,2.0,8.0,128.0,8300.0,18.0,Fast,10.1,1200x1920,1200.0,1920.0,224.17380907857276,0.0,8.0,0.0,13.0,0.0,Unknown,0.0,1TB,Dual Sim,not_available,Wi-Fi
Huawei,4.4,23990,Snapdragon,8.0,2.4,3.0,32.0,7250.0,22.5,Fast,10.4,1200x2000,1200.0,2000.0,224.26738057097307,0.0,2.0,0.0,5.0,0.0,Unknown,0.0,Supported,Single Sim,not_available,Wi-Fi
Lenovo,4.35,32999,Kompanio,8.0,2.6,8.0,256.0,8000.0,20.0,Fast,11.2,1536x2560,1536.0,2560.0,266.5578009072138,120.0,8.0,0.0,13.0,0.0,Unknown,0.0,Supported,Unknown,not_available,Wi-Fi
Lenovo,4.55,29999,Helio,8.0,2.05,8.0,128.0,8500.0,0.0,Unknown,11.0,2000x1200,2000.0,1200.0,212.0346143580109,0.0,8.0,0.0,13.0,0.0,Unknown,0.0,512GB,Unknown,not_available,Wi-Fi
Apple,4.55,147090,Apple,8.0,0.0,8.0,512.0,10758.0,18.0,Fast,12.9,2048x2732,2048.0,2732.0,264.6821778078071,0.0,12.0,0.0,12.0,10.0,iPadOS,16.0,Unknown,Single Sim,5G,Wi-Fi
Apple,4.0,108532,Apple,8.0,0.0,8.0,512.0,7538.0,18.0,Fast,11.0,1668x2388,1668.0,2388.0,264.8056826935118,0.0,12.0,0.0,12.0,10.0,iPadOS,16.0,Unknown,Unknown,not_available,Wi-Fi
Apple,4.15,118390,Apple,8.0,0.0,8.0,512.0,7538.0,18.0,Fast,11.0,1668x2388,1668.0,2388.0,264.8056826935118,0.0,12.0,0.0,12.0,10.0,iPadOS,16.0,Unknown,Single Sim,5G,Wi-Fi
Apple,4.5,200673,Apple,8.0,0.0,16.0,2000.0,7538.0,18.0,Fast,11.0,1668x2388,1668.0,2388.0,264.8056826935118,0.0,12.0,0.0,12.0,10.0,iPadOS,16.0,Unknown,Single Sim,5G,Wi-Fi
Apple,4.55,103900,Apple,8.0,0.0,8.0,256.0,7538.0,18.0,Fast,11.0,1668x2388,1668.0,2388.0,264.8056826935118,0.0,12.0,0.0,12.0,10.0,iPadOS,16.0,Unknown,Single Sim,5G,Wi-Fi
Apple,4.4,183990,Apple,8.0,0.0,16.0,1000.0,10758.0,18.0,Fast,12.9,2048x2732,2048.0,2732.0,264.6821778078071,0.0,12.0,0.0,12.0,10.0,iPadOS,16.0,Unknown,Single Sim,5G,Wi-Fi
Apple,4.65,230740,Apple,8.0,0.0,16.0,2000.0,10758.0,18.0,Fast,12.9,2048x2732,2048.0,2732.0,264.6821778078071,0.0,12.0,0.0,12.0,10.0,iPadOS,16.0,Unknown,Single Sim,5G,Wi-Fi
Apple,4.15,216191,Apple,8.0,0.0,16.0,2000.0,10758.0,18.0,Fast,12.9,2048x2732,2048.0,2732.0,264.6821778078071,0.0,12.0,0.0,12.0,10.0,iPadOS,16.0,Unknown,Unknown,not_available,Wi-Fi
Apple,4.55,147328,Apple,8.0,0.0,16.0,1000.0,7538.0,18.0,Fast,11.0,1668x2388,1668.0,2388.0,264.8056826935118,0.0,12.0,0.0,12.0,10.0,iPadOS,16.0,Unknown,Unknown,not_available,Wi-Fi
Apple,4.3,118939,Apple,8.0,0.0,8.0,256.0,10758.0,18.0,Fast,12.9,2048x2732,2048.0,2732.0,264.6821778078071,0.0,12.0,0.0,12.0,10.0,iPadOS,16.0,Unknown,Unknown,not_available,Wi-Fi
Apple,4.6,105290,Apple,8.0,0.0,8.0,128.0,10758.0,18.0,Fast,12.9,2048x2732,2048.0,2732.0,264.6821778078071,0.0,12.0,0.0,12.0,10.0,iPadOS,16.0,Unknown,Unknown,not_available,Wi-Fi
Apple,4.2,128590,Apple,8.0,0.0,8.0,256.0,10758.0,18.0,Fast,12.9,2048x2732,2048.0,2732.0,264.6821778078071,0.0,12.0,0.0,12.0,10.0,iPadOS,16.0,Unknown,Single Sim,5G,Wi-Fi
Apple,4.0,90390,Apple,8.0,0.0,8.0,128.0,7538.0,18.0,Fast,11.0,1668x2388,1668.0,2388.0,264.8056826935118,0.0,12.0,0.0,12.0,10.0,iPadOS,16.0,Unknown,Single Sim,5G,Wi-Fi
Apple,4.6,133090,Apple,8.0,0.0,8.0,512.0,10758.0,18.0,Fast,12.9,2048x2732,2048.0,2732.0,264.6821778078071,0.0,12.0,0.0,12.0,10.0,iPadOS,16.0,Unknown,Unknown,not_available,Wi-Fi
Apple,4.75,88990,Apple,8.0,0.0,8.0,256.0,7538.0,18.0,Fast,11.0,1668x2388,1668.0,2388.0,264.8056826935118,0.0,12.0,0.0,12.0,10.0,iPadOS,16.0,Unknown,Unknown,not_available,Wi-Fi
Apple,4.2,161877,Apple,8.0,0.0,16.0,1000.0,7538.0,18.0,Fast,11.0,1668x2388,1668.0,2388.0,264.8056826935118,0.0,12.0,0.0,12.0,10.0,iPadOS,16.0,Unknown,Single Sim,5G,Wi-Fi
Samsung,4.25,122846,Snapdragon,8.0,2.0,4.0,64.0,7600.0,15.0,Fast,10.1,1920x1200,1920.0,1200.0,224.17380907857276,0.0,8.0,0.0,13.0,0.0,Unknown,0.0,Supported,Single Sim,not_available,Wi-Fi
Apple,4.05,106990,Apple,8.0,0.0,8.0,256.0,7938.0,18.0,Fast,11.0,1668x2388,1668.0,2388.0,264.8056826935118,0.0,12.0,0.0,12.0,10.0,iOS,16.0,Unknown,Single Sim,5G,Wi-Fi
Lenovo,4.4,9999,Helio,8.0,2.0,6.0,32.0,5000.0,0.0,Unknown,10.1,1280x800,1280.0,800.0,149.44920605238187,0.0,5.0,0.0,8.0,0.0,Unknown,0.0,256GB,Unknown,not_available,Wi-Fi
Nokia,4.45,10049,Tiger,8.0,2.0,4.0,64.0,5250.0,0.0,Unknown,8.0,800x1280,800.0,1280.0,188.67962264113208,0.0,2.0,0.0,8.0,0.0,Unknown,0.0,Supported,Unknown,not_available,Wi-Fi
Oukitel,4.3,18990,Helio,8.0,2.0,8.0,128.0,20000.0,33.0,Fast,10.1,1920x1200,1920.0,1200.0,224.17380907857276,0.0,16.0,0.0,16.0,0.0,Unknown,0.0,1TB,Dual Sim,not_available,Wi-Fi
Lenovo,4.7,18999,Snapdragon,8.0,2.4,6.0,128.0,7700.0,0.0,Fast,10.61,2000x1200,2000.0,1200.0,219.82853514968144,0.0,8.0,0.0,8.0,0.0,Unknown,0.0,1TB,Single Sim,not_available,Wi-Fi
Honor,4.5,18494,Snapdragon,8.0,2.4,6.0,128.0,7250.0,22.5,Fast,12.0,2000x1200,2000.0,1200.0,194.36506316151,0.0,5.0,0.0,5.0,0.0,Unknown,0.0,512GB,Unknown,not_available,Wi-Fi
Lenovo,4.45,10999,Tiger,8.0,1.8,4.0,64.0,5100.0,0.0,Unknown,10.1,1920x1200,1920.0,1200.0,224.17380907857276,0.0,5.0,0.0,8.0,0.0,Unknown,0.0,128GB,Unknown,not_available,Wi-Fi
Google,4.2,45990,Unknown,0.0,0.0,8.0,128.0,7100.0,0.0,Fast,12.1,1200x2000,1200.0,2000.0,192.75874032546446,120.0,8.0,0.0,12.0,12.0,Unknown,0.0,Unknown,Unknown,not_available,Wi-Fi
iKall,4.45,10990,Octa,8.0,2.0,4.0,64.0,6000.0,0.0,Unknown,10.0,1280x800,1280.0,800.0,150.94369811290568,0.0,8.0,0.0,13.0,0.0,Unknown,0.0,128GB,Single Sim,not_available,Wi-Fi
Lenovo,4.25,37990,Kompanio,8.0,2.6,4.0,128.0,7700.0,20.0,Fast,11.2,1200x2000,1200.0,2000.0,208.24828195876074,120.0,8.0,0.0,13.0,0.0,Unknown,0.0,1TB,Single Sim,not_available,Wi-Fi
Blackview,4.1,13990,Helio,8.0,2.0,6.0,128.0,7280.0,0.0,Unknown,10.1,1920x1200,1920.0,1200.0,224.17380907857276,0.0,8.0,0.0,13.0,0.3,Unknown,0.0,1TB,Dual Sim,not_available,Wi-Fi
Lenovo,4.3,45990,Snapdragon,8.0,3.2,8.0,128.0,8200.0,68.0,Fast,11.2,2560x1536,2560.0,1536.0,266.5578009072138,120.0,8.0,0.0,8.0,0.0,Unknown,0.0,1TB,Dual Sim,not_available,Wi-Fi
Xiaomi,4.3,35990,Snapdragon,8.0,3.2,6.0,128.0,10000.0,67.0,Fast,12.4,1600x2560,1600.0,2560.0,243.45757760146074,120.0,8.0,0.0,50.0,2.0,Android,12.0,Unknown,Single Sim,5G,Wi-Fi
Teclast,4.15,7990,Helio,8.0,2.0,4.0,64.0,6000.0,0.0,Fast,10.1,1920x1200,1920.0,1200.0,224.17380907857276,0.0,5.0,0.0,8.0,0.0,Unknown,0.0,1TB,Single Sim,not_available,Wi-Fi
Xiaomi,4.25,29990,Snapdragon,8.0,0.0,6.0,128.0,7800.0,67.0,Fast,10.1,1200x2000,1200.0,2000.0,230.92878791466535,0.0,8.0,0.0,13.0,0.0,Android,12.0,Unknown,Single Sim,5G,Wi-Fi
Samsung,4.65,19999,Tiger,8.0,2.0,3.0,32.0,7040.0,15.0,Fast,10.4,1200x2000,1200.0,2000.0,224.26738057097307,0.0,5.0,0.0,8.0,0.0,Unknown,0.0,1TB,Single Sim,not_available,Wi-Fi
Realme,4.0,17999,Snapdragon,8.0,2.2,4.0,64.0,8340.0,33.0,Fast,10.95,1200x2000,1200.0,2000.0,213.00280894412057,0.0,8.0,0.0,13.0,0.0,Unknown,0.0,512GB,Unknown,not_available,Wi-Fi
Honor,4.4,15499,Snapdragon,8.0,2.4,4.0,128.0,7250.0,22.5,Fast,12.0,2000x1200,2000.0,1200.0,194.36506316151,0.0,5.0,0.0,5.0,0.0,Unknown,0.0,512GB,Unknown,not_available,Wi-Fi
Honor,4.2,17999,Snapdragon,8.0,2.4,4.0,128.0,7250.0,22.5,Fast,12.0,2000x1200,2000.0,1200.0,194.36506316151,0.0,5.0,0.0,5.0,0.0,Unknown,0.0,512GB,Unknown,not_available,Wi-Fi
Nokia,4.0,11799,Tiger,8.0,2.0,3.0,32.0,5250.0,0.0,Unknown,8.0,800x1280,800.0,1280.0,188.67962264113208,0.0,2.0,0.0,8.0,0.0,Unknown,0.0,Supported,Unknown,not_available,Wi-Fi
Nokia,4.45,10749,Tiger,8.0,2.0,3.0,32.0,5250.0,0.0,Unknown,8.0,800x1200,800.0,1200.0,180.27756377319946,0.0,2.0,0.0,8.0,0.0,Unknown,0.0,Supported,Single Sim,not_available,Wi-Fi
Nothing,4.0,26990,Octa,8.0,0.0,6.0,128.0,7000.0,45.0,Fast,10.1,1600x2560,1600.0,2560.0,298.89841210476374,120.0,8.0,0.0,12.0,0.0,Unknown,0.0,512GB,Dual Sim,5G,Wi-Fi
Amazon,4.6,8990,Quad,4.0,2.0,2.0,32.0,0.0,0.0,Unknown,7.0,1024x600,1024.0,600.0,169.54777786686512,0.0,2.0,0.0,2.0,0.0,Unknown,0.0,1TB,Unknown,Unknown,Wi-Fi
DOMO,4.2,4999,Allwinner,4.0,1.6,2.0,32.0,3000.0,0.0,Unknown,7.0,480x800,480.0,800.0,133.27890045360687,0.0,2.0,0.0,5.0,0.0,Unknown,0.0,64GB,No Sim Supported,not_available,Wi-Fi
Teclast,4.35,19990,Tiger,8.0,2.0,8.0,128.0,7500.0,18.0,Fast,11.0,2000x1200,2000.0,1200.0,212.0346143580109,0.0,8.0,0.0,20.0,0.0,Unknown,0.0,1TB,Dual Sim,not_available,Wi-Fi
Samsung,4.6,49990,Snapdragon,8.0,2.4,4.0,64.0,7600.0,0.0,Unknown,10.1,1200x1920,1200.0,1920.0,224.17380907857276,0.0,8.0,0.0,13.0,0.0,Unknown,0.0,1.02TB,Single Sim,5G,Wi-Fi
Lenovo,4.15,69999,Snapdragon,8.0,3.2,8.0,256.0,10200.0,45.0,Fast,12.6,1600x2560,1600.0,2560.0,239.5931716077868,120.0,8.0,0.0,13.0,5.0,Unknown,0.0,1TB,Single Sim,5G,Wi-Fi
Lenovo,4.2,39999,Snapdragon,8.0,2.4,6.0,64.0,7000.0,0.0,Fast,10.6,2000x1200,2000.0,1200.0,220.0359205602,0.0,8.0,0.0,8.0,0.0,Unknown,0.0,1TB,Dual Sim,not_available,Wi-Fi
Huawei,4.3,27990,Kirin,8.0,2.36,4.0,64.0,7250.0,22.5,Fast,10.4,1200x2000,1200.0,2000.0,224.26738057097307,0.0,8.0,0.0,8.0,0.0,Unknown,0.0,Supported,Single Sim,not_available,Wi-Fi
Samsung,4.65,25999,Snapdragon,8.0,2.3,4.0,64.0,7040.0,15.0,Fast,10.4,1200x2000,1200.0,2000.0,224.26738057097307,0.0,5.0,0.0,8.0,0.0,Unknown,0.0,Supported,Single Sim,not_available,Wi-Fi
Samsung,4.2,33990,Snapdragon,8.0,2.3,4.0,128.0,7040.0,15.0,Fast,10.4,1200x2000,1200.0,2000.0,224.26738057097307,0.0,5.0,0.0,8.0,0.0,Unknown,0.0,Supported,Single Sim,not_available,Wi-Fi
Realme,4.15,14494,Tiger,8.0,2.0,4.0,64.0,6400.0,18.0,Fast,8.68,800x1340,800.0,1340.0,179.79733801750604,0.0,5.0,0.0,8.0,0.0,Unknown,0.0,1TB,Unknown,not_available,Wi-Fi
Realme,4.2,9999,Tiger,8.0,2.0,3.0,32.0,6400.0,18.0,Fast,8.68,800x1340,800.0,1340.0,179.79733801750604,0.0,5.0,0.0,8.0,0.0,Unknown,0.0,1TB,Unknown,not_available,Wi-Fi
iKall,4.0,3479,Unknown,0.0,0.0,2.0,16.0,3000.0,0.0,Unknown,7.0,580x980,580.0,980.0,162.68160966270582,0.0,0.3,0.0,2.0,0.0,Android,6.0,Supported,Unknown,Unknown,Wi-Fi
Realme,4.45,13999,Tiger,8.0,2.0,4.0,64.0,6400.0,18.0,Fast,8.68,800x1340,800.0,1340.0,179.79733801750604,0.0,5.0,0.0,8.0,0.0,Unknown,0.0,1TB,Dual Sim,not_available,Wi-Fi
Apple,4.6,78699,Apple,8.0,0.0,8.0,256.0,7729.73,20.0,Fast,10.9,1640x2360,1640.0,2360.0,263.65893499722654,0.0,12.0,0.0,12.0,0.0,iOS,15.0,Unknown,Single Sim,5G,Wi-Fi
Swipe,4.55,8999,Tiger,4.0,2.0,3.0,32.0,6000.0,0.0,Unknown,10.1,1200x800,1200.0,800.0,142.79410991936592,0.0,5.0,0.0,8.0,0.0,Unknown,0.0,128GB,Unknown,not_available,Wi-Fi
Swipe,4.1,10999,Tiger,4.0,2.0,4.0,64.0,6000.0,0.0,Unknown,10.1,1200x800,1200.0,800.0,142.79410991936592,0.0,5.0,0.0,8.0,0.0,Unknown,0.0,128GB,Unknown,not_available,Wi-Fi
Swipe,4.45,9999,Tiger,4.0,2.0,3.0,32.0,6000.0,0.0,Unknown,10.1,1200x800,1200.0,800.0,142.79410991936592,0.0,5.0,0.0,8.0,0.0,Unknown,0.0,128GB,Dual Sim,not_available,Wi-Fi
Samsung,4.25,106999,Snapdragon,8.0,3.0,12.0,256.0,11200.0,45.0,Fast,14.6,1848x2960,1848.0,2960.0,239.0077693925176,120.0,12.0,12.0,13.0,6.0,Unknown,0.0,1TB,Unknown,not_available,Wi-Fi
Huawei,4.55,6999,Helio,8.0,1.5,2.0,32.0,5100.0,0.0,Unknown,8.0,1280x800,1280.0,800.0,188.67962264113208,0.0,2.0,0.0,5.0,0.0,Unknown,0.0,512GB,Single Sim,not_available,Wi-Fi
Wishtel,4.35,20199,Octa,8.0,2.0,8.0,128.0,8000.0,0.0,Unknown,10.4,2000x1200,2000.0,1200.0,224.26738057097307,0.0,5.0,0.0,8.0,0.0,Unknown,0.0,256GB,Dual Sim,not_available,Wi-Fi
Swipe,4.65,15999,Helio,8.0,2.3,6.0,128.0,5000.0,0.0,Unknown,10.1,1920x1200,1920.0,1200.0,224.17380907857276,0.0,5.0,0.0,5.0,0.0,Unknown,0.0,Supported,Dual Sim,not_available,Wi-Fi
Swipe,4.5,6999,Helio,4.0,2.0,3.0,32.0,5000.0,0.0,Fast,8.0,800x1280,800.0,1280.0,188.67962264113208,0.0,5.0,0.0,8.0,0.0,Unknown,0.0,128GB,Dual Sim,not_available,Wi-Fi
Lenovo,4.35,15499,Tiger,8.0,1.8,4.0,64.0,5100.0,0.0,Unknown,10.1,1920x1200,1920.0,1200.0,224.17380907857276,0.0,5.0,0.0,8.0,0.0,Unknown,0.0,128GB,Single Sim,not_available,Wi-Fi
Samsung,4.1,12999,Tiger,8.0,2.0,3.0,32.0,7040.0,15.0,Fast,10.5,1200x1920,1200.0,1920.0,215.63385444700808,0.0,5.0,0.0,8.0,0.0,Unknown,0.0,1TB,Unknown,not_available,Wi-Fi
Samsung,4.4,15999,Tiger,8.0,2.0,3.0,32.0,7040.0,15.0,Fast,10.5,1200x1920,1200.0,1920.0,215.63385444700808,0.0,5.0,0.0,8.0,0.0,Unknown,0.0,1TB,Single Sim,not_available,Wi-Fi
Wishtel,4.0,17990,Unknown,0.0,0.0,4.0,64.0,0.0,0.0,Unknown,10.0,1920x1200,1920.0,1200.0,226.4155471693585,0.0,2.0,0.0,8.0,0.0,Android,11.0,Not_available,Dual Sim,not_available,Wi-Fi
DOMO,4.6,3600,Helio,4.0,1.3,1.0,8.0,3000.0,0.0,Unknown,7.0,600x1024,600.0,1024.0,169.54777786686512,0.0,2.0,0.0,5.0,0.0,Unknown,0.0,128GB,Dual Sim,not_available,Wi-Fi
Nokia,4.2,18899,Tiger,8.0,1.8,4.0,64.0,8200.0,0.0,Unknown,10.4,1200x2000,1200.0,2000.0,224.26738057097307,0.0,5.0,0.0,8.0,0.0,Unknown,0.0,512GB,Unknown,not_available,Wi-Fi
Nokia,4.2,15119,Tiger,8.0,1.8,3.0,32.0,8200.0,0.0,Unknown,10.4,1200x2000,1200.0,2000.0,224.26738057097307,0.0,5.0,0.0,8.0,0.0,Unknown,0.0,512GB,Unknown,not_available,Wi-Fi
Lenovo,4.5,6450,Helio,8.0,2.0,2.0,32.0,3750.0,0.0,Unknown,7.0,600x1024,600.0,1024.0,169.54777786686512,0.0,2.0,0.0,5.0,0.0,Unknown,0.0,128GB,Unknown,not_available,Wi-Fi
Lenovo,4.05,6800,Helio,4.0,2.0,2.0,32.0,5000.0,0.0,Unknown,8.0,1280x800,1280.0,800.0,188.67962264113208,0.0,2.0,0.0,8.0,0.0,Unknown,0.0,Supported,Single Sim,not_available,Wi-Fi
Lenovo,4.1,13999,Helio,8.0,2.0,4.0,64.0,7500.0,0.0,Unknown,10.3,1920x1200,1920.0,1200.0,219.82091958190142,0.0,5.0,0.0,8.0,0.0,Unknown,0.0,256GB,Single Sim,not_available,Wi-Fi
Lenovo,4.75,11249,Helio,8.0,2.0,4.0,64.0,7500.0,0.0,Unknown,10.3,1920x1200,1920.0,1200.0,219.82091958190142,0.0,5.0,0.0,8.0,0.0,Unknown,0.0,256GB,Unknown,not_available,Wi-Fi
Lenovo,4.4,9899,Helio,8.0,2.0,3.0,32.0,7500.0,0.0,Unknown,10.3,1920x1200,1920.0,1200.0,219.82091958190142,0.0,5.0,0.0,8.0,0.0,Unknown,0.0,256GB,Unknown,not_available,Wi-Fi
Lenovo,4.65,11099,Helio,8.0,2.3,3.0,32.0,5100.0,0.0,Unknown,8.0,1920x1200,1920.0,1200.0,283.0194339616981,0.0,5.0,0.0,13.0,0.0,Unknown,0.0,Supported,Unknown,not_available,Wi-Fi
